cell_id,cell_label,10X_cell_type,tsne_x,tsne_y
iogpdcld-1,249846,Tumor Cells,20.300545,-74.8199
iohanlok-1,249862,Tumor Cells,26.973738,-87.23429
iohdbeco-1,249879,Tumor Associated Fibroblasts,-58.38967,28.053057
iohdcggl-1,249881,Proliferative Tumor Cells,-64.20036,-90.90834
iohdhaac-1,249883,Tumor Associated Fibroblasts,-153.71875,36.145554
iohhgjlc-1,249913,Macrophages,-206.54225,-2.6423664
iohhpfma-1,249919,Macrophages,-49.389805,20.090929
iohiooah-1,249924,Tumor Associated Fibroblasts,-127.09034,21.522861
iohjdlme-1,249925,Tumor Associated Fibroblasts,-28.097109,30.83813
iohjofon-1,249927,Tumor Associated Fibroblasts,0.15457526,75.69748
iohkalah-1,249930,Tumor Associated Fibroblasts,-52.493984,36.731304
iohlckgm-1,249935,Tumor Associated Fibroblasts,-46.993336,23.509398
iohlihmp-1,249937,Tumor Associated Fibroblasts,-4.885999,7.641132
iohnoiih-1,249956,Tumor Associated Fibroblasts,-143.0606,10.23856
ioieldnf-1,250014,Tumor Cells,-1.1991636,-68.18936
ioifjjoj-1,250022,Tumor Associated Fibroblasts,61.311108,52.62464
ioigebgp-1,250028,Tumor Associated Fibroblasts,-49.38628,66.13027
ioilpbnl-1,250075,Tumor Associated Fibroblasts,-149.56651,25.30189
ioimjmmp-1,250080,Tumor Associated Fibroblasts,-13.87526,4.2851734
ioinnlom-1,250084,SOX2-OT+ Tumor Cells,139.17886,-39.148647
ioiocfli-1,250089,Tumor Associated Fibroblasts,-44.786377,17.172857
iojceimf-1,250113,Tumor Cells,114.53491,-13.392482
iojdmgjj-1,250126,Pericytes,-141.02693,38.142918
iojmlnmn-1,250195,Tumor Associated Endothelial Cells,-62.359436,25.298471
iojpcohc-1,250211,Tumor Associated Endothelial Cells,-154.44409,12.292997
iokacodm-1,250220,Pericytes,-56.559475,18.616116
iokadago-1,250221,Tumor Cells,95.26056,-30.397861
iokbhial-1,250231,Tumor Cells,-8.982619,-81.944405
iokdialm-1,250249,Macrophages,-180.23148,-4.1352577
iokeoiil-1,250259,Tumor Associated Fibroblasts,-116.88503,113.92491
iokklohk-1,250297,Tumor Associated Fibroblasts,-192.57106,17.840307
ioklkolb-1,250308,Tumor Associated Fibroblasts,-164.98112,20.367437
iokmadob-1,250311,Tumor Associated Fibroblasts,-155.27798,17.327509
iolcepko-1,250357,Tumor Associated Fibroblasts,-151.55128,9.528188
ioleembp-1,250377,Tumor Cells,162.27687,-86.12924
iolfoefj-1,250385,Tumor Associated Fibroblasts,-6.4075675,18.596401
iolhjabj-1,250396,Tumor Associated Fibroblasts,-210.97664,-18.079897
iombicho-1,250470,Tumor Associated Fibroblasts,-190.9147,57.626347
iomgfmnf-1,250502,Proliferative Tumor Cells,-193.9643,-93.02185
iomlgbhj-1,250532,Tumor Associated Fibroblasts,-66.188576,40.977882
iommhojk-1,250540,Tumor Associated Fibroblasts,-172.44447,41.86767
iomokphc-1,250557,Proliferative Tumor Cells,-90.449715,-150.36171
iompengk-1,250560,Tumor Cells,134.20291,-146.29497
ionimddo-1,250633,Tumor Associated Fibroblasts,-196.50003,20.020338
ionkafba-1,250642,Tumor Associated Fibroblasts,-13.089896,14.120937
ioobmlpg-1,250689,VEGFA+ Tumor Cells,-83.81066,-143.15439
ioocpcok-1,250702,Tumor Cells,-6.7109685,-112.35641
ioodebdf-1,250704,Tumor Cells,-106.91418,-121.56206
ioohocmb-1,250736,Macrophages,-3.1924076,13.159689
iooolmda-1,250792,Macrophages,-86.82645,16.480738
iopbccpb-1,250808,Tumor Associated Fibroblasts,-2.3836102,-8.842991
iopffnom-1,250835,Tumor Associated Fibroblasts,-176.02582,80.07591
iopfkmnf-1,250840,Tumor Associated Fibroblasts,-142.94608,45.856594
ipaapodd-1,250919,Tumor Associated Fibroblasts,-119.93104,60.863407
ipadhenk-1,250942,Tumor Cells,-15.023142,-9.889332
ipaipjif-1,250975,Tumor Associated Fibroblasts,-192.30504,-9.122485
ipajpclk-1,250978,Tumor Associated Fibroblasts,-124.907036,63.655006
ipamgncj-1,250994,Macrophages,-158.17091,-35.82401
ipannjod-1,251003,Tumor Associated Fibroblasts,-147.25948,55.829033
ipapenan-1,251014,Pericytes,-155.30408,19.967632
ipbclkhm-1,251038,Tumor Associated Fibroblasts,-178.464,36.39044
ipbdajej-1,251041,Proliferative Tumor Cells,-67.77589,-102.71348
ipbhefpj-1,251073,Proliferative Tumor Cells,-71.754745,-103.08955
ipblkapo-1,251105,Pericytes,-174.7354,14.2377825
ipbocicp-1,251125,Tumor Associated Fibroblasts,-75.2488,7.9209437
ipcgkhic-1,251188,Tumor Associated Fibroblasts,-188.08624,-12.024983
ipchneni-1,251195,Pericytes,-61.782955,36.90128
ipckodkc-1,251214,Tumor Associated Fibroblasts,-185.0176,8.596069
ipclnnfd-1,251221,Tumor Associated Fibroblasts,-191.438,31.622412
ipcnkenl-1,251231,Proliferative Tumor Cells,-89.43637,-136.59442
ipdbcpom-1,251251,Macrophages,-193.63206,-1.3010242
ipddofam-1,251273,Unassigned,-97.67521,-14.147406
ipddpcpj-1,251276,Macrophages,-94.728165,21.105717
ipdjnkgh-1,251322,T and NK Cells,-175.97137,10.421378
ipdldgkl-1,251329,T and NK Cells,24.41077,-22.42688
ipdppghf-1,251361,Tumor Associated Fibroblasts,-15.727518,-4.609804
ipebjdhe-1,251374,Tumor Associated Endothelial Cells,-61.675953,31.923233
ipebkfaj-1,251376,Pericytes,-173.32117,11.870939
ipechanm-1,251382,Tumor Associated Fibroblasts,-52.96265,32.42276
ipedlodm-1,251387,Pericytes,-208.85185,17.381481
ipehkkml-1,251412,Macrophages,-64.79725,22.965734
ipejmogp-1,251427,Tumor Cells,-112.73852,-120.72704
ipemmfla-1,251438,Tumor Cells,0.731925,-105.760956
ipfdbdch-1,251473,Tumor Cells,-16.682367,-123.44711
ipfgnohm-1,251494,Pericytes,-69.85914,20.334938
ipfkimmf-1,251512,Tumor Associated Fibroblasts,-168.87158,-9.654766
ipfmoglh-1,251525,Proliferative Tumor Cells,-181.61298,-112.84924
ipgedfko-1,251577,Proliferative Tumor Cells,-161.90785,-80.57047
ipgmpndd-1,251627,Tumor Cells,151.53296,-43.677536
ipgngjhc-1,251632,Macrophages,-141.03021,-1.0996761
ipgonijo-1,251642,T and NK Cells,-140.2698,40.95798
iphjhpjo-1,251714,Tumor Associated Fibroblasts,-216.25917,13.972033
iphloodp-1,251728,Tumor Associated Fibroblasts,-187.1451,33.58211
iphmadpg-1,251729,Tumor Associated Fibroblasts,-183.63136,28.469778
ipicejdm-1,251781,Tumor Associated Fibroblasts,-75.552826,27.92411
ipiegpdd-1,251792,Tumor Associated Fibroblasts,-182.49841,37.177147
ipikaiek-1,251819,Proliferative Tumor Cells,-75.7949,-113.574196
ipjbnnhj-1,251871,Tumor Cells,-56.150894,-66.79231
ipjdbjdi-1,251877,Proliferative Tumor Cells,-165.62337,-111.02592
ipkcnoac-1,251996,Tumor Cells,-76.324974,-124.364975
ipkdonph-1,252004,Proliferative Tumor Cells,-148.92426,-127.67885
ipknhnfm-1,252067,Proliferative Tumor Cells,-74.509094,-231.89923
iplbkcbj-1,252089,Tumor Associated Endothelial Cells,-74.002174,32.189743
iplgcjlp-1,252117,T and NK Cells,-139.84756,22.205837
iplgckpd-1,252118,Tumor Associated Fibroblasts,-208.16313,8.934966
iplhgeao-1,252130,Tumor Associated Fibroblasts,-180.91466,30.568546
ipliflak-1,252139,Tumor Associated Fibroblasts,-201.03993,2.5020332
ipljbmni-1,252149,Tumor Associated Fibroblasts,-49.841267,67.93972
ipmappbi-1,252204,Tumor Cells,-124.5774,-144.18126
ipmfoeja-1,252237,Tumor Cells,112.134895,-15.462167
ipmgppca-1,252243,Pericytes,-181.31787,39.639133
ipmncpda-1,252286,Tumor Associated Fibroblasts,-143.9466,32.034096
ipmoojio-1,252302,Tumor Associated Fibroblasts,-146.62518,38.322952
ipnbblmc-1,252318,Tumor Associated Fibroblasts,-204.00293,26.030615
ipnehffl-1,252337,VEGFA+ Tumor Cells,-33.766575,-77.50762
ipnkkfgp-1,252378,Macrophages,47.95485,50.64772
ipnlfjba-1,252383,Tumor Cells,-11.6913395,-99.014755
ipnngkim-1,252398,Tumor Cells,-71.455025,-127.63345
ipojgdfo-1,252480,Tumor Associated Fibroblasts,-157.14384,46.551617
ipoomkgl-1,252509,Proliferative Tumor Cells,-168.42198,-129.59238
ipopddae-1,252512,Tumor Cells,-10.317144,-102.851555
ippbpaji-1,252539,Pericytes,-174.1564,39.634632
ippgooig-1,252570,Tumor Associated Fibroblasts,-68.85546,38.512455
ippnaigl-1,252607,Tumor Cells,136.71068,-9.185163
jaabggkh-1,252628,Proliferative Tumor Cells,-140.43481,-147.02908
jaagdadd-1,252664,Proliferative Tumor Cells,-138.34525,-147.068
jaahklcd-1,252679,Tumor Associated Endothelial Cells,-172.0611,20.895416
jaajcegp-1,252690,Pericytes,-85.515686,19.543173
jaakaeaf-1,252698,Pericytes,-69.23423,28.040892
jaandnji-1,252720,Pericytes,-174.45645,21.620382
jaapokai-1,252747,Tumor Associated Fibroblasts,-170.81802,24.9934
jabbopeb-1,252761,SOX2-OT+ Tumor Cells,105.23003,-9.201614
jabckjlc-1,252769,Proliferative Tumor Cells,-121.2033,-139.14728
jabhdfad-1,252806,SOX2-OT+ Tumor Cells,169.63855,-42.499542
jaboobba-1,252864,Tumor Cells,-126.796326,-111.29109
jacfkmmo-1,252906,Tumor Cells,-88.28574,-103.51161
jachpjjk-1,252928,Tumor Associated Fibroblasts,-52.73687,13.983517
jacjkmaj-1,252944,Pericytes,-65.59942,7.456693
jacnjjle-1,252971,T and NK Cells,-147.0928,-0.33882496
jacpbdod-1,252978,Tumor Associated Fibroblasts,-126.76767,12.459968
jadclkoc-1,253001,Tumor Associated Fibroblasts,-148.34282,36.178493
jadebkjl-1,253008,Tumor Associated Fibroblasts,98.1071,50.497105
jadepocl-1,253012,Tumor Associated Fibroblasts,-139.87425,28.648487
jadhddak-1,253032,Pericytes,-160.51656,21.536406
jadhheoj-1,253034,Tumor Associated Fibroblasts,-168.40631,23.37952
jadihglh-1,253041,Tumor Associated Fibroblasts,-59.59422,4.263333
jadiokmf-1,253043,T and NK Cells,47.43033,33.432484
jadochfd-1,253070,Tumor Associated Fibroblasts,18.515978,-28.760576
jaeckmij-1,253096,Tumor Associated Fibroblasts,-129.11923,7.7712
jaehpgma-1,253140,Tumor Associated Fibroblasts,-222.21712,22.381664
jaemlekg-1,253175,Tumor Associated Fibroblasts,-218.56102,18.91898
jaepcpgk-1,253189,Tumor Associated Endothelial Cells,-61.063744,1.2878486
jafcimbc-1,253205,Macrophages,-84.5863,2.7583594
jafeklhm-1,253223,Pericytes,-182.13116,17.092121
jafgeaam-1,253236,Tumor Associated Fibroblasts,-215.59328,16.40983
jafigdig-1,253253,Tumor Associated Fibroblasts,-56.479145,36.87075
jafpaica-1,253291,Pericytes,-61.52808,3.334631
jafpepml-1,253297,Pericytes,-179.2745,15.733321
jagcekeb-1,253314,Tumor Associated Endothelial Cells,-190.75798,11.402082
jagennck-1,253330,Tumor Associated Fibroblasts,-14.048279,1.0098928
jagggiah-1,253348,Tumor Cells,135.02335,-38.041855
jagkjokk-1,253374,Tumor Cells,-46.59189,-94.55851
jagppala-1,253410,SOX2-OT+ Tumor Cells,-33.61767,-101.3372
jahcpkif-1,253429,Tumor Cells,139.15393,-42.7324
jahdegme-1,253432,Proliferative Tumor Cells,-82.75138,-152.3213
jaheglnn-1,253439,Tumor Cells,-19.64016,-110.385925
jahjannj-1,253466,Tumor Cells,-151.1038,-141.5776
jahkoacl-1,253481,Inflammatory Tumor Cells,-175.84036,-108.53441
jahokdhe-1,253509,Inflammatory Tumor Cells,-109.38757,-122.76319
jaibagag-1,253533,Inflammatory Tumor Cells,-141.07219,-153.10667
jaijannf-1,253575,Tumor Associated Fibroblasts,-72.96184,21.657267
jaijfgia-1,253577,Tumor Associated Fibroblasts,-161.90387,34.002964
jainohei-1,253608,Tumor Cells,5.1614833,-107.41727
jaioehga-1,253611,Tumor Associated Fibroblasts,-56.006527,6.584923
jaiomoej-1,253614,Tumor Associated Fibroblasts,48.28308,58.03222
jaiphbnj-1,253623,Tumor Associated Fibroblasts,-153.99852,29.244297
jajcpegp-1,253651,SOX2-OT+ Tumor Cells,130.70015,48.643307
jajnjbkm-1,253715,VEGFA+ Tumor Cells,-177.65532,-110.78667
jakagoid-1,253728,VEGFA+ Tumor Cells,-15.924799,-82.1436
jakapdef-1,253732,Inflammatory Tumor Cells,-115.41049,-115.55342
jakifncn-1,253798,Proliferative Tumor Cells,-143.56197,-132.85344
jakkjcep-1,253815,Tumor Cells,-16.775047,-79.46156
jakolmal-1,253845,Tumor Cells,5.75715,-88.12176
jakpmald-1,253855,Tumor Cells,196.93845,-14.766881
jakpopep-1,253858,SOX2-OT+ Tumor Cells,176.11151,4.4093223
jalallko-1,253866,Inflammatory Tumor Cells,-73.257576,-135.06837
jalckifk-1,253891,Proliferative Tumor Cells,-4.5980206,-115.99563
jaleipej-1,253911,Inflammatory Tumor Cells,-128.16862,-116.29115
jaljnlad-1,253945,Tumor Cells,4.576101,-94.8313
jamapkln-1,253991,Proliferative Tumor Cells,-176.71869,-113.45368
jamjfcih-1,254047,Tumor Cells,-39.720318,-111.34854
jamndgcb-1,254073,Malignant Cells Lining Cyst,-159.51851,-86.47411
jamoedgk-1,254082,Tumor Associated Fibroblasts,-137.70897,1.2982193
jamolkmg-1,254086,Malignant Cells Lining Cyst,-164.1483,-90.14229
jamphpdf-1,254092,Malignant Cells Lining Cyst,-158.7558,-84.58285
jampphdl-1,254096,Stromal Associated Endothelial Cells,-50.07506,-3.4634721
jancgilm-1,254113,Inflammatory Tumor Cells,-113.013565,-124.93147
janchlej-1,254114,Inflammatory Tumor Cells,-95.76733,-122.55023
jandibdb-1,254119,Inflammatory Tumor Cells,-100.85409,-114.25072
janeelcn-1,254124,Inflammatory Tumor Cells,-82.232994,-70.99541
janegphj-1,254126,Inflammatory Tumor Cells,-88.54415,-112.28261
jankljan-1,254171,Inflammatory Tumor Cells,-14.964212,-121.59935
janlncem-1,254178,T and NK Cells,155.88933,13.161002
janpbgeo-1,254206,Tumor Associated Fibroblasts,-130.59146,11.073426
jaobhclf-1,254233,Inflammatory Tumor Cells,-174.67616,-125.7469
jaoelhem-1,254258,Tumor Associated Fibroblasts,-198.79556,34.721794
jaoggaaj-1,254271,SOX2-OT+ Tumor Cells,131.91039,40.486217
jaogimkn-1,254273,Tumor Associated Fibroblasts,-224.65305,23.167294
jaolhfkd-1,254305,Tumor Cells,-120.29609,-93.125275
jaomhmje-1,254311,Macrophages,-137.38123,-26.887257
jaopneob-1,254339,Tumor Associated Fibroblasts,-205.57442,53.520485
japcedbi-1,254348,SOX2-OT+ Tumor Cells,57.468422,70.838745
japemmdn-1,254365,Tumor Associated Fibroblasts,-124.11406,13.268164
japiibip-1,254390,Tumor Cells,-49.689106,-102.26792
japikleo-1,254393,Tumor Cells,-13.830249,-110.57513
jbaaipae-1,254463,Tumor Associated Fibroblasts,-225.0434,7.652361
jbaamfde-1,254464,Tumor Cells,-16.566635,-116.8075
jbabihal-1,254473,Unassigned,-146.19446,-16.596865
jbadceee-1,254493,Inflammatory Tumor Cells,-85.09259,-137.83356
jbakniae-1,254541,Tumor Associated Fibroblasts,-65.7174,-118.75425
jbaliafk-1,254548,Tumor Cells,-102.09335,-136.69978
jbbhbpeh-1,254618,Inflammatory Tumor Cells,-167.27519,-122.33424
jbbhjkgf-1,254621,Inflammatory Tumor Cells,-151.1873,0.15471947
jbblcndo-1,254645,Inflammatory Tumor Cells,-168.6298,-119.801865
jbcamcoe-1,254675,Tumor Cells,138.23096,-25.405422
jbcdadjn-1,254693,Inflammatory Tumor Cells,-154.72723,-127.30916
jbcfnncm-1,254710,Tumor Associated Fibroblasts,5.8683558,-23.848259
jbchfdjh-1,254717,Macrophages,125.298,21.695702
jbcjnnfi-1,254733,Macrophages,-9.042785,-10.098544
jbcmepac-1,254747,Proliferative Tumor Cells,-86.202065,-129.1089
jbdcamhb-1,254781,Tumor Cells,-21.903168,-126.4133
jbdfkfli-1,254804,SOX2-OT+ Tumor Cells,19.992426,-88.04733
jbdinndk-1,254823,Inflammatory Tumor Cells,-91.204315,-129.50038
jbdllanm-1,254852,Tumor Cells,-14.893916,-117.68016
jbdloagk-1,254853,Tumor Cells,23.974974,-89.81714
jbdncfll-1,254863,Macrophages,-135.27576,-3.6478481
jbekpndg-1,254958,SOX2-OT+ Tumor Cells,94.459175,-0.39337173
jbemnbck-1,254968,Proliferative Tumor Cells,-114.39509,-106.880455
jbfcbphb-1,255001,Tumor Cells,-35.511307,-103.32726
jbfcehoc-1,255002,Tumor Cells,-110.23267,-102.28742
jbfcekgk-1,255003,Proliferative Tumor Cells,-122.64782,-116.07191
jbfgfipc-1,255035,Macrophages,-165.02187,3.4448848
jbgabimg-1,255093,SOX2-OT+ Tumor Cells,21.153774,-8.250756
jbgdmmbp-1,255114,Proliferative Tumor Cells,-67.91936,-138.41618
jbgefnna-1,255118,Tumor Cells,-46.18269,-119.77811
jbghbnni-1,255149,Proliferative Tumor Cells,-101.710815,-139.56175
jbgihmak-1,255159,Tumor Associated Fibroblasts,-193.65303,20.093433
jbgkphbi-1,255183,Tumor Associated Fibroblasts,-149.79712,19.881813
jbgmhgfd-1,255195,Tumor Cells,-93.49758,-107.711845
jbhaigcl-1,255228,Tumor Cells,-117.20723,-106.19592
jbhbinae-1,255232,Pericytes,-190.9554,15.941218
jbhinggo-1,255288,Tumor Associated Fibroblasts,-190.53696,18.061804
jbhkkaja-1,255299,VEGFA+ Tumor Cells,130.8996,-44.992764
jbhldmcn-1,255304,Proliferative Tumor Cells,-88.31248,-142.56178
jbhmfmek-1,255312,VEGFA+ Tumor Cells,-109.97045,-111.975525
jbhpadbh-1,255323,Tumor Cells,-148.3673,-114.78358
jbigcmgf-1,255366,Tumor Cells,-84.75057,-141.48657
jbigpego-1,255371,Ciliated Epithelial Cells,-134.90807,-142.29282
jbihbdhk-1,255372,Tumor Cells,-143.51643,-138.67108
jbihkafh-1,255374,SOX2-OT+ Tumor Cells,6.065437,-101.70759
jbijeiee-1,255392,Proliferative Tumor Cells,-92.87167,-127.762825
jbikodpl-1,255400,Tumor Cells,-101.55823,-145.58403
jbilibdo-1,255408,Proliferative Tumor Cells,-139.47627,-115.10775
jbimmagc-1,255419,Macrophages,-91.99223,-24.785612
jbjbmnaf-1,255462,Tumor Cells,-31.368917,-109.27207
jbjdbbec-1,255473,Tumor Cells,-93.45648,-149.10219
jbjfdnjf-1,255492,SOX2-OT+ Tumor Cells,144.61143,4.512826
jbjmjiin-1,255548,Tumor Associated Endothelial Cells,-189.6179,24.785051
jbjmlcge-1,255550,Macrophages,89.711525,-30.069529
jbkblekk-1,255586,SOX2-OT+ Tumor Cells,134.69873,-22.89617
jbkpdloi-1,255665,Tumor Associated Fibroblasts,-62.02933,18.25945
jbkpgmfd-1,255666,Tumor Associated Fibroblasts,-164.92514,34.820206
jbkpomea-1,255670,Macrophages,-168.93527,39.48477
jblcjdba-1,255686,Macrophages,-140.40761,7.1318274
jbliielk-1,255724,Tumor Associated Fibroblasts,-190.24178,30.340322
jblmdfbj-1,255751,Tumor Cells,125.683495,-35.719814
jbmcfddb-1,255781,Tumor Associated Fibroblasts,-138.8266,31.136175
jbmgckoj-1,255803,Tumor Associated Fibroblasts,-218.18687,6.4696126
jbmigbbo-1,255824,Pericytes,-168.14842,32.880272
jbmigfel-1,255825,Tumor Associated Fibroblasts,-44.362755,38.648743
jbmjbiec-1,255829,Tumor Cells,-131.4689,-94.71268
jbmjdech-1,255830,Tumor Associated Fibroblasts,-193.99466,10.747885
jbmlcmmj-1,255853,Proliferative Tumor Cells,-82.182594,-147.1755
jbmncpbi-1,255869,Proliferative Tumor Cells,-154.22809,-123.50685
jbnblncf-1,255901,Inflammatory Tumor Cells,-120.42862,-112.46317
jbnbnifk-1,255903,Inflammatory Tumor Cells,-131.74461,-103.575905
jboeefgp-1,256001,Proliferative Tumor Cells,-166.39699,-135.1784
jbofgcbd-1,256007,VEGFA+ Tumor Cells,-131.58418,-108.645164
jbofnbpb-1,256013,VEGFA+ Tumor Cells,-5.599249,-102.52532
jbogcnep-1,256016,Inflammatory Tumor Cells,-138.95485,-100.90666
jbogfhmd-1,256017,VEGFA+ Tumor Cells,-117.81596,-122.44372
jboinbde-1,256037,Inflammatory Tumor Cells,-182.68376,-111.54008
jbonfhil-1,256062,Proliferative Tumor Cells,-76.63069,-146.74326
jbpemknj-1,256112,Proliferative Tumor Cells,-159.89772,-138.00064
jbpkkhnp-1,256153,Tumor Cells,-56.81492,-78.73262
jcabiklk-1,256203,Tumor Cells,127.85259,-30.898842
jcacahip-1,256209,Inflammatory Tumor Cells,-107.34366,-130.73146
jcaeljac-1,256225,Inflammatory Tumor Cells,-80.93586,-131.45535
jcafhbcj-1,256229,VEGFA+ Tumor Cells,-46.120213,-108.437775
jcagieof-1,256234,SOX2-OT+ Tumor Cells,179.71703,-9.709598
jcaihgfn-1,256250,Proliferative Tumor Cells,-81.27167,-137.49963
jcaihmdl-1,256251,Inflammatory Tumor Cells,-140.132,-136.31894
jcajadpm-1,256255,Macrophages,-149.77234,-144.19557
jcamkajl-1,256277,Tumor Associated Fibroblasts,-165.49742,40.30629
jcancpkk-1,256281,Proliferative Tumor Cells,-92.707436,-36.874496
jcbknbdb-1,256368,Inflammatory Tumor Cells,-167.09288,-137.82683
jcbkplma-1,256370,Inflammatory Tumor Cells,-4.426706,-120.001045
jcbojdod-1,256384,Tumor Associated Fibroblasts,-147.85657,-27.091595
jcbpdoee-1,256392,Tumor Associated Endothelial Cells,-78.31748,18.180738
jccalppl-1,256407,Tumor Associated Fibroblasts,-156.38577,6.008088
jccbjgpk-1,256411,Inflammatory Tumor Cells,-77.33397,-111.0195
jcccanap-1,256415,Macrophages,-63.44283,-123.96145
jcccdbkg-1,256417,Inflammatory Tumor Cells,6.502124,-92.94786
jccgpcbl-1,256456,Inflammatory Tumor Cells,-159.73828,-142.26155
jcckaphb-1,256470,Macrophages,133.3596,-12.166098
jccooieo-1,256502,SOX2-OT+ Tumor Cells,182.55144,-7.2460785
jccpkjbm-1,256505,SOX2-OT+ Tumor Cells,169.22142,-20.795631
jcdchaeg-1,256523,SOX2-OT+ Tumor Cells,-2.4995117,-31.809486
jcdhhoji-1,256558,Tumor Associated Endothelial Cells,-136.8213,7.885447
jcdogdil-1,256601,Inflammatory Tumor Cells,-149.62444,-133.18912
jcdpgkdj-1,256608,Inflammatory Tumor Cells,-152.14882,-104.68871
jcdpnppl-1,256615,Macrophages,-168.4053,-4.280784
jcedbhnd-1,256649,Proliferative Tumor Cells,-144.62122,-50.498997
jcefaagm-1,256664,Tumor Associated Fibroblasts,-52.147182,25.44614
jcefmdfm-1,256670,Tumor Associated Fibroblasts,-165.28711,32.750027
jcekjldg-1,256705,Tumor Associated Fibroblasts,-70.55464,22.100618
jcenchcl-1,256725,Pericytes,-143.91147,33.815342
jcendgak-1,256728,Tumor Associated Fibroblasts,-213.6047,13.372448
jceomcbe-1,256735,Pericytes,-66.95999,30.909061
jcfgjhoo-1,256792,Tumor Associated Fibroblasts,-215.5673,6.482327
jcfhekad-1,256795,Tumor Associated Fibroblasts,-151.72118,25.862698
jcgabfok-1,256854,SOX2-OT+ Tumor Cells,152.89598,41.326736
jcgcgjmm-1,256867,Tumor Associated Fibroblasts,-194.21184,24.413462
jcggfngk-1,256897,Tumor Associated Fibroblasts,-68.67655,23.64651
jcggpghg-1,256902,Tumor Associated Fibroblasts,-193.90388,28.005362
jcgjcfok-1,256916,Tumor Associated Fibroblasts,-214.54564,20.148207
jcglocei-1,256933,Tumor Associated Fibroblasts,-205.59232,19.849144
jcgmieka-1,256938,Tumor Cells,-74.742325,-99.15913
jcgmijff-1,256939,Pericytes,-170.72333,12.458416
jcgmimmf-1,256940,Tumor Associated Fibroblasts,-219.71423,8.723876
jcgnpmfe-1,256949,Tumor Associated Fibroblasts,-190.13199,35.784443
jcgodplk-1,256950,Tumor Associated Fibroblasts,-167.58768,35.75395
jchlhlmn-1,257039,Tumor Associated Fibroblasts,-216.65576,9.04707
jchniidc-1,257057,Macrophages,-167.582,38.799625
jciafjbc-1,257078,Tumor Associated Fibroblasts,-155.78088,34.03348
jciccjik-1,257090,Tumor Associated Fibroblasts,-54.902767,36.857697
jcidbpha-1,257102,Tumor Cells,-110.56835,-135.51779
jcidlhmb-1,257108,Proliferative Tumor Cells,-118.88878,-86.55118
jcjadegp-1,257186,Tumor Cells,-18.808208,-122.21646
jcjaehnb-1,257187,Tumor Cells,-11.82277,-116.308304
jcjbdhaj-1,257192,Tumor Cells,-111.46257,-113.8745
jcjhifmb-1,257231,Tumor Associated Fibroblasts,-30.369244,9.218387
jcjjibfe-1,257243,Tumor Associated Fibroblasts,-220.87553,25.361069
jcjkifgh-1,257254,Tumor Associated Fibroblasts,-210.70248,16.996601
jcjmheoc-1,257269,Tumor Associated Fibroblasts,-196.13477,14.242831
jcjncdcj-1,257279,Proliferative Tumor Cells,-112.745056,-110.818275
jckafphe-1,257295,Tumor Associated Fibroblasts,-12.031661,11.320653
jckdpkkf-1,257326,Proliferative Tumor Cells,-159.43701,-123.786476
jckipbgd-1,257366,Tumor Cells,-3.2154784,-91.860916
jckjigpk-1,257370,SOX2-OT+ Tumor Cells,-20.32765,3.2746348
jckmeaef-1,257382,Tumor Associated Fibroblasts,-132.33069,22.493736
jckohigb-1,257409,Tumor Associated Fibroblasts,-74.206696,23.687263
jclbigio-1,257426,Proliferative Tumor Cells,-94.88118,-117.621796
jclboijk-1,257428,Tumor Associated Fibroblasts,-45.952904,41.980064
jclcidfh-1,257432,Tumor Associated Fibroblasts,-151.67207,28.164173
jcldhfod-1,257445,Tumor Associated Fibroblasts,-57.87263,39.995426
jcleefog-1,257450,Tumor Associated Fibroblasts,129.47395,53.960587
jclekjal-1,257454,Tumor Associated Fibroblasts,-201.01508,-15.962924
jclkgdcj-1,257485,VEGFA+ Tumor Cells,-24.910423,-125.64608
jcllkiom-1,257494,Proliferative Tumor Cells,-99.694756,-142.2905
jclmdedf-1,257500,VEGFA+ Tumor Cells,3.228259,-75.61912
jcmchlop-1,257534,Proliferative Tumor Cells,-146.65674,-145.66512
jcmdbomo-1,257540,Proliferative Tumor Cells,-54.27463,-70.1899
jcmfiola-1,257560,Pericytes,-154.71796,26.879707
jcmfpbbb-1,257562,Unassigned,-97.31074,-125.94893
jcmhbigm-1,257568,Tumor Associated Fibroblasts,-181.0921,22.995743
jcmijoee-1,257581,Tumor Associated Fibroblasts,-51.552937,-1.2839922
jcmlgkeh-1,257598,Proliferative Tumor Cells,-97.42544,-5.2301126
jcmphnpj-1,257635,Tumor Associated Fibroblasts,-204.9869,16.919783
jcnadldf-1,257640,Tumor Associated Fibroblasts,-209.47543,15.77072
jcndjcnb-1,257666,Tumor Associated Fibroblasts,-215.25471,40.30918
jcngdhpg-1,257681,Macrophages,52.23421,62.402737
jcnmnokk-1,257716,Proliferative Tumor Cells,-152.02008,-124.42851
jcoeemdi-1,257767,Tumor Associated Fibroblasts,-69.26288,18.080364
jcogioni-1,257787,Proliferative Tumor Cells,-29.769114,-108.99735
jcojdhhm-1,257806,VEGFA+ Tumor Cells,-73.11912,-117.331055
jcokahfm-1,257812,VEGFA+ Tumor Cells,-141.25484,-102.806244
jcpbmmge-1,257875,Tumor Associated Fibroblasts,-132.80371,-3.0883954
jcpepgfb-1,257896,Tumor Associated Fibroblasts,-63.59983,16.614275
